first_name,last_name,emp_no,title,from_date,to_date,birth_date
Jaber,Fujisawa,52812,Staff,1991-12-15,1998-12-15,1955-04-22
Ohad,Murtafg,52842,Senior Staff,1985-04-26,9999-01-01,1955-03-12
Van,Rabehasaina,52857,Senior Staff,1990-01-04,9999-01-01,1955-02-11
Yishay,Lindenbaum,52867,Staff,1999-12-23,9999-01-01,1955-06-17
Gurbir,Uludag,52933,Senior Staff,1990-09-01,9999-01-01,1955-11-04
Gurbir,Uludag,52933,Staff,1985-09-01,1990-09-01,1955-11-04
Itzchak,Steinauer,52965,Senior Engineer,1991-11-14,9999-01-01,1955-01-13
Ugo,Beznosov,52986,Senior Staff,1995-11-09,9999-01-01,1955-05-10
Ugo,Beznosov,52986,Staff,1988-11-08,1995-11-09,1955-05-10
Mingsen,Heusch,53064,Senior Staff,1995-04-23,9999-01-01,1955-11-07
Mingsen,Heusch,53064,Staff,1987-04-23,1995-04-23,1955-11-07
Kazuhisa,Furedi,53090,Senior Staff,1994-07-22,9999-01-01,1955-08-16
Kazuhisa,Furedi,53090,Staff,1986-07-22,1994-07-22,1955-08-16
Tetsushi,England,53092,Senior Staff,2002-07-28,9999-01-01,1955-04-11
Tetsushi,England,53092,Staff,1993-07-28,2002-07-28,1955-04-11
Anestis,Poupard,53130,Senior Engineer,1985-03-31,9999-01-01,1955-05-01
Guenter,Rosay,53146,Senior Engineer,1991-04-15,9999-01-01,1955-02-12
Weiye,Birge,53157,Senior Engineer,1992-12-04,9999-01-01,1955-11-26
Susumu,Rossi,53160,Senior Staff,1991-12-08,9999-01-01,1955-12-10
Marke,Bamford,53162,Engineer,1996-03-29,2002-03-29,1955-10-15
Marke,Bamford,53162,Senior Engineer,2002-03-29,9999-01-01,1955-10-15
Woody,Feldmann,53165,Senior Staff,1992-12-19,9999-01-01,1955-06-01
Woody,Feldmann,53165,Staff,1987-12-20,1992-12-19,1955-06-01
Kien,Lagarias,53201,Technique Leader,1987-11-29,9999-01-01,1955-01-15
Shem,Heystek,53217,Engineer,1986-05-27,1991-05-27,1955-08-04
Shem,Heystek,53217,Senior Engineer,1991-05-27,9999-01-01,1955-08-04
Lokesh,Rullman,53275,Engineer,1997-04-17,9999-01-01,1955-08-18
Mohua,Hooghiemstra,53318,Senior Staff,1999-12-29,9999-01-01,1955-11-19
Srinidhi,Sudkamp,53353,Engineer,1988-03-09,1993-03-09,1955-01-26
Srinidhi,Sudkamp,53353,Senior Engineer,1993-03-09,9999-01-01,1955-01-26
Fayez,Stroustrup,53391,Senior Staff,1995-11-25,9999-01-01,1955-12-12
Fayez,Stroustrup,53391,Staff,1987-11-25,1995-11-25,1955-12-12
Brigham,Munch,53398,Senior Staff,1995-07-11,9999-01-01,1955-02-16
Brigham,Munch,53398,Staff,1987-07-11,1995-07-11,1955-02-16
Dipayan,Rassart,53412,Senior Staff,1997-07-07,9999-01-01,1955-09-30
Dipayan,Rassart,53412,Staff,1989-07-07,1997-07-07,1955-09-30
Mariangiola,Nitta,53415,Engineer,1985-02-04,1993-02-04,1955-02-27
Mariangiola,Nitta,53415,Senior Engineer,1993-02-04,9999-01-01,1955-02-27
Sariel,Deville,53455,Assistant Engineer,1995-01-04,2000-01-04,1955-03-11
Sariel,Deville,53455,Engineer,2000-01-04,9999-01-01,1955-03-11
Roddy,Serna,53467,Senior Staff,1985-12-04,9999-01-01,1955-05-27
Marko,Cherinka,53489,Engineer,1990-09-21,1996-09-20,1955-10-19
Marko,Cherinka,53489,Senior Engineer,1996-09-20,9999-01-01,1955-10-19
Kitty,Spell,53589,Engineer,1992-02-08,2001-02-07,1955-07-26
Kitty,Spell,53589,Senior Engineer,2001-02-07,9999-01-01,1955-07-26
Toshimi,Coorg,53640,Senior Staff,1994-04-15,9999-01-01,1955-10-24
Toshimi,Coorg,53640,Staff,1986-04-15,1994-04-15,1955-10-24
Nathalie,Melichar,53651,Senior Staff,1992-03-02,9999-01-01,1955-09-24
Mong,Babu,53674,Senior Staff,1999-04-04,9999-01-01,1955-08-08
Mong,Babu,53674,Staff,1992-04-03,1999-04-04,1955-08-08
Gou,Greenaway,53684,Senior Staff,1999-01-25,9999-01-01,1955-05-24
Gou,Greenaway,53684,Staff,1993-01-25,1999-01-25,1955-05-24
Teruyuki,Jayawardene,53751,Senior Staff,1994-08-22,9999-01-01,1955-01-22
Teruyuki,Jayawardene,53751,Staff,1985-08-22,1994-08-22,1955-01-22
Shan,Baek,53827,Engineer,1999-04-23,9999-01-01,1955-01-13
Manohar,Siprelle,53862,Staff,1999-09-28,9999-01-01,1955-07-05
Jixiang,Angelov,53868,Senior Staff,1991-06-14,9999-01-01,1955-10-29
Jixiang,Angelov,53868,Staff,1985-06-14,1991-06-14,1955-10-29
Xudong,Hebert,53871,Senior Staff,1995-07-02,9999-01-01,1955-12-13
Xudong,Hebert,53871,Staff,1987-07-02,1995-07-02,1955-12-13
Shooichi,Henseler,53947,Engineer,1988-07-21,1997-07-21,1955-04-09
Shooichi,Henseler,53947,Senior Engineer,1997-07-21,9999-01-01,1955-04-09
Alper,Unno,53977,Senior Staff,1994-06-25,9999-01-01,1955-10-05
Alper,Unno,53977,Staff,1986-06-25,1994-06-25,1955-10-05
Mona,Smailagic,54029,Senior Staff,1992-08-09,9999-01-01,1955-12-09
Mona,Smailagic,54029,Staff,1987-08-10,1992-08-09,1955-12-09
Christoper,Debuse,54049,Engineer,1988-11-21,1994-11-21,1955-08-20
Christoper,Debuse,54049,Senior Engineer,1994-11-21,9999-01-01,1955-08-20
Georg,Reeken,54096,Technique Leader,1999-07-25,9999-01-01,1955-02-20
Sahrah,Penz,54164,Senior Staff,1990-11-23,9999-01-01,1955-10-17
Sahrah,Penz,54164,Staff,1985-11-23,1990-11-23,1955-10-17
Marsja,Auyong,54206,Engineer,1990-11-25,1998-11-25,1955-02-19
Marsja,Auyong,54206,Senior Engineer,1998-11-25,9999-01-01,1955-02-19
Satoru,Molenaar,54257,Engineer,1989-06-19,1996-06-19,1955-03-21
Satoru,Molenaar,54257,Senior Engineer,1996-06-19,9999-01-01,1955-03-21
Inderjeet,Chappelet,54311,Engineer,1996-10-19,9999-01-01,1955-10-02
Mohamadou,Terekhov,54366,Senior Engineer,1995-04-28,9999-01-01,1955-10-12
Rafail,Hofstetter,54375,Engineer,1988-02-15,1996-02-15,1955-02-05
Rafail,Hofstetter,54375,Senior Engineer,1996-02-15,9999-01-01,1955-02-05
Kaijung,Pezzoli,54430,Senior Staff,2000-07-13,9999-01-01,1955-06-08
Kaijung,Pezzoli,54430,Staff,1992-07-13,2000-07-13,1955-06-08
Miyeon,Uhrig,54441,Staff,1999-03-16,9999-01-01,1955-11-18
Nadjib,Isaak,54442,Engineer,1987-08-25,1992-08-24,1955-10-31
Nadjib,Isaak,54442,Senior Engineer,1992-08-24,9999-01-01,1955-10-31
Jacqueline,Bratten,54452,Senior Staff,1994-10-26,9999-01-01,1955-10-14
Jacqueline,Bratten,54452,Staff,1986-10-26,1994-10-26,1955-10-14
Tomoyuki,Narwekar,54528,Assistant Engineer,1986-07-25,1991-07-25,1955-01-27
Tomoyuki,Narwekar,54528,Engineer,1991-07-25,1996-07-24,1955-01-27
Tomoyuki,Narwekar,54528,Senior Engineer,1996-07-24,9999-01-01,1955-01-27
Rajmohan,Marciano,54550,Senior Staff,1991-05-24,9999-01-01,1955-11-18
Rajmohan,Marciano,54550,Staff,1985-05-24,1991-05-24,1955-11-18
Temple,Masada,54556,Senior Engineer,1991-10-03,9999-01-01,1955-07-18
Debaprosad,Kropf,54566,Engineer,1988-09-30,1997-09-30,1955-11-07
Debaprosad,Kropf,54566,Senior Engineer,1997-09-30,9999-01-01,1955-11-07
Fusako,Plotkin,54584,Engineer,1999-05-21,9999-01-01,1955-07-02
Denny,Setiz,54648,Engineer,1985-02-18,1992-02-19,1955-01-06
Denny,Setiz,54648,Senior Engineer,1992-02-19,9999-01-01,1955-01-06
Marek,Georgatos,54685,Assistant Engineer,1988-05-14,1993-05-14,1955-06-26
Marek,Georgatos,54685,Engineer,1993-05-14,1998-05-14,1955-06-26
Marek,Georgatos,54685,Senior Engineer,1998-05-14,9999-01-01,1955-06-26
Richara,Peac,54767,Engineer,1994-08-09,2001-08-09,1955-11-30
Richara,Peac,54767,Senior Engineer,2001-08-09,9999-01-01,1955-11-30
Charlene,Demizu,54770,Engineer,1988-12-16,1994-12-16,1955-01-14
Charlene,Demizu,54770,Senior Engineer,1994-12-16,9999-01-01,1955-01-14
Subhankar,Irland,54815,Senior Staff,1993-10-30,9999-01-01,1955-07-25
Subhankar,Irland,54815,Staff,1986-10-30,1993-10-30,1955-07-25
Branimir,Deverell,54819,Senior Staff,1997-03-05,9999-01-01,1955-07-23
Branimir,Deverell,54819,Staff,1991-03-06,1997-03-05,1955-07-23
Kristine,Monarch,54928,Senior Staff,1994-06-19,9999-01-01,1955-01-05
Kristine,Monarch,54928,Staff,1987-06-19,1994-06-19,1955-01-05
Toshiko,Bellmore,54963,Assistant Engineer,1987-07-31,1995-07-31,1955-09-25
Toshiko,Bellmore,54963,Engineer,1995-07-31,9999-01-01,1955-09-25
Jouni,Hempstead,54966,Engineer,1988-04-30,1993-04-30,1955-06-21
Jouni,Hempstead,54966,Senior Engineer,1993-04-30,9999-01-01,1955-06-21
Chaosheng,Birta,54994,Senior Staff,2000-11-03,9999-01-01,1955-09-07
Chaosheng,Birta,54994,Staff,1994-11-04,2000-11-03,1955-09-07
Jaber,Lanteri,55003,Senior Staff,1992-11-03,9999-01-01,1955-12-20
Jaber,Lanteri,55003,Staff,1987-11-04,1992-11-03,1955-12-20
Arnould,Waeselynck,55074,Engineer,1997-05-06,9999-01-01,1955-12-08
Monique,Morris,55129,Senior Staff,1994-06-12,9999-01-01,1955-09-11
Monique,Morris,55129,Staff,1988-06-12,1994-06-12,1955-09-11
Ung,Falco,55180,Senior Engineer,1999-10-13,9999-01-01,1955-09-08
Wonhee,Thombley,55210,Engineer,1995-12-23,2000-12-22,1955-09-24
Wonhee,Thombley,55210,Senior Engineer,2000-12-22,9999-01-01,1955-09-24
Leah,Erdmenger,55289,Senior Staff,1989-06-07,9999-01-01,1955-07-31
Hausi,Staelin,55323,Senior Staff,1994-12-30,9999-01-01,1955-03-29
Hausi,Staelin,55323,Staff,1986-12-30,1994-12-30,1955-03-29
Wojceich,Vendrig,55345,Senior Staff,1993-07-10,9999-01-01,1955-06-29
Wojceich,Vendrig,55345,Staff,1985-07-10,1993-07-10,1955-06-29
Weiru,Perry,55371,Engineer,1986-08-24,1995-08-24,1955-03-20
Weiru,Perry,55371,Senior Engineer,1995-08-24,9999-01-01,1955-03-20
Houman,Caine,55375,Senior Staff,1993-02-07,9999-01-01,1955-05-13
Houman,Caine,55375,Staff,1985-02-07,1993-02-07,1955-05-13
Sverrir,Borstler,55409,Senior Staff,1993-06-03,9999-01-01,1955-02-07
Sverrir,Borstler,55409,Staff,1985-06-03,1993-06-03,1955-02-07
Martins,Gyorkos,55444,Senior Staff,1990-09-03,9999-01-01,1955-03-29
Martins,Gyorkos,55444,Staff,1985-09-03,1990-09-03,1955-03-29
Vishv,Furudate,55450,Engineer,1988-11-24,1997-11-24,1955-01-13
Vishv,Furudate,55450,Senior Engineer,1997-11-24,9999-01-01,1955-01-13
Bernt,Marshall,55511,Senior Staff,1999-12-19,9999-01-01,1955-09-27
Indrajit,Swiler,55528,Senior Staff,1995-08-05,9999-01-01,1955-04-25
Indrajit,Swiler,55528,Staff,1986-08-05,1995-08-05,1955-04-25
Ohad,Schicker,55552,Assistant Engineer,1999-05-31,9999-01-01,1955-03-06
Mantis,Maginnis,55665,Senior Engineer,1985-09-07,9999-01-01,1955-05-07
Zito,Remmers,55728,Senior Staff,1988-08-20,9999-01-01,1955-08-08
Pramod,Pettey,55774,Staff,1997-05-18,9999-01-01,1955-01-14
Hailing,Leivant,55843,Senior Staff,2001-09-12,9999-01-01,1955-03-18
Hailing,Leivant,55843,Staff,1993-09-12,2001-09-12,1955-03-18
Kristin,Kirkerud,55933,Senior Staff,1997-05-20,9999-01-01,1955-07-29
Kristin,Kirkerud,55933,Staff,1989-05-20,1997-05-20,1955-07-29
Alagu,Byoun,56020,Engineer,1985-09-05,1993-09-05,1955-05-15
Alagu,Byoun,56020,Senior Engineer,1993-09-05,9999-01-01,1955-05-15
Hinrich,Jayawardene,56034,Engineer,1997-09-26,9999-01-01,1955-05-13
Avishai,Kaiser,56035,Senior Staff,1987-05-09,9999-01-01,1955-07-21
Zengping,Shumilov,56159,Assistant Engineer,1994-03-22,9999-01-01,1955-02-28
Huiqun,Thisen,56163,Assistant Engineer,1985-02-12,1993-02-12,1955-09-29
Huiqun,Thisen,56163,Engineer,1993-02-12,2001-02-12,1955-09-29
Huiqun,Thisen,56163,Senior Engineer,2001-02-12,9999-01-01,1955-09-29
Yucel,Colorni,56177,Engineer,1985-11-28,1990-11-28,1955-04-15
Yucel,Colorni,56177,Senior Engineer,1990-11-28,9999-01-01,1955-04-15
Pascal,Hashii,56195,Engineer,1988-05-10,1995-05-11,1955-04-13
Pascal,Hashii,56195,Senior Engineer,1995-05-11,9999-01-01,1955-04-13
Gao,Zizka,56217,Senior Staff,1999-05-09,9999-01-01,1955-12-03
Gao,Zizka,56217,Staff,1990-05-09,1999-05-09,1955-12-03
Tonny,Michaeli,56219,Engineer,1999-02-20,9999-01-01,1955-07-02
Serge,Zobel,56300,Engineer,1987-10-17,1994-10-17,1955-07-19
Serge,Zobel,56300,Senior Engineer,1994-10-17,9999-01-01,1955-07-19
Mack,Lindqvist,56306,Engineer,1988-07-20,1997-07-20,1955-01-25
Mack,Lindqvist,56306,Senior Engineer,1997-07-20,9999-01-01,1955-01-25
Jaber,Baek,56312,Engineer,1991-09-23,2000-09-22,1955-08-15
Jaber,Baek,56312,Senior Engineer,2000-09-22,9999-01-01,1955-08-15
Subir,Gniady,56325,Senior Engineer,1985-12-02,9999-01-01,1955-06-20
Doowon,Angel,56368,Engineer,1988-06-07,1994-06-07,1955-05-05
Doowon,Angel,56368,Senior Engineer,1994-06-07,9999-01-01,1955-05-05
Froduald,Munke,56400,Engineer,1992-06-01,1997-06-01,1955-12-16
Froduald,Munke,56400,Senior Engineer,1997-06-01,9999-01-01,1955-12-16
Tesuya,Klassen,56430,Senior Staff,1985-11-08,9999-01-01,1955-09-03
Zsolt,Haldar,56468,Engineer,1985-12-30,1992-12-30,1955-02-22
Zsolt,Haldar,56468,Senior Engineer,1992-12-30,9999-01-01,1955-02-22
Danae,Chiola,56476,Engineer,1995-02-19,2002-02-19,1955-08-31
Danae,Chiola,56476,Senior Engineer,2002-02-19,9999-01-01,1955-08-31
Tze,Cherinka,56488,Senior Staff,1996-03-29,9999-01-01,1955-05-25
Tze,Cherinka,56488,Staff,1991-03-30,1996-03-29,1955-05-25
Radhakrishnan,Brattka,56510,Engineer,1985-09-01,1994-09-01,1955-04-12
Radhakrishnan,Brattka,56510,Senior Engineer,1994-09-01,9999-01-01,1955-04-12
Magdalena,Taubenfeld,56519,Engineer,1988-08-24,1995-08-25,1955-07-09
Magdalena,Taubenfeld,56519,Senior Engineer,1995-08-25,9999-01-01,1955-07-09
Quingbo,Renear,56531,Engineer,1985-05-06,1990-05-06,1955-12-28
Quingbo,Renear,56531,Senior Engineer,1990-05-06,9999-01-01,1955-12-28
Rimon,Gini,56551,Senior Staff,2001-12-19,9999-01-01,1955-11-15
Rimon,Gini,56551,Staff,1992-12-19,2001-12-19,1955-11-15
Satyanarayana,Ghazalie,56558,Senior Staff,1988-08-01,9999-01-01,1955-07-24
Fuqing,Hennings,56562,Senior Staff,2000-01-18,9999-01-01,1955-02-16
Fuqing,Hennings,56562,Staff,1992-01-18,2000-01-18,1955-02-16
Zhenbing,Cappello,56581,Senior Staff,1994-05-16,9999-01-01,1955-09-14
Zhenbing,Cappello,56581,Staff,1985-05-16,1994-05-16,1955-09-14
Mark,Esposito,56628,Technique Leader,1998-04-25,9999-01-01,1955-10-21
Takahiro,Lanteri,56659,Assistant Engineer,1997-10-10,9999-01-01,1955-07-31
Qiwen,Yoshizawa,56684,Engineer,1991-11-06,2000-11-05,1955-05-14
Qiwen,Yoshizawa,56684,Senior Engineer,2000-11-05,9999-01-01,1955-05-14
Theirry,Serre,56692,Engineer,1994-08-02,1999-08-02,1955-05-24
Theirry,Serre,56692,Senior Engineer,1999-08-02,9999-01-01,1955-05-24
Zita,Rodier,56706,Senior Staff,1997-08-30,9999-01-01,1955-02-25
Zita,Rodier,56706,Staff,1988-08-30,1997-08-30,1955-02-25
Rasiah,Gurbaxani,56715,Engineer,1985-06-02,1992-06-02,1955-12-02
Rasiah,Gurbaxani,56715,Senior Engineer,1992-06-02,9999-01-01,1955-12-02
Chuanti,Schmiedel,56726,Senior Staff,2001-05-13,9999-01-01,1955-03-25
Chuanti,Schmiedel,56726,Staff,1992-05-13,2001-05-13,1955-03-25
Uma,Sudkamp,56732,Senior Staff,1995-12-24,9999-01-01,1955-02-14
Uma,Sudkamp,56732,Staff,1987-12-24,1995-12-24,1955-02-14
Kiyotoshi,Malabarba,56844,Engineer,1999-11-05,9999-01-01,1955-08-15
Djelloul,Zuberek,56923,Senior Staff,1993-12-23,9999-01-01,1955-08-04
Djelloul,Zuberek,56923,Staff,1985-12-23,1993-12-23,1955-08-04
Michaela,Keustermans,57022,Engineer,1995-01-23,2000-01-23,1955-10-22
Michaela,Keustermans,57022,Senior Engineer,2000-01-23,9999-01-01,1955-10-22
Tuval,Gyimothy,57026,Technique Leader,1987-11-30,9999-01-01,1955-06-28
Arup,Lagarias,57040,Senior Staff,1992-04-23,9999-01-01,1955-10-21
Arup,Lagarias,57040,Staff,1986-04-24,1992-04-23,1955-10-21
Jaber,Falco,57043,Engineer,1988-06-24,1997-06-24,1955-03-29
Jaber,Falco,57043,Senior Engineer,1997-06-24,9999-01-01,1955-03-29
Sanjay,Suomi,57048,Senior Staff,1993-03-15,9999-01-01,1955-01-03
Sanjay,Suomi,57048,Staff,1986-03-15,1993-03-15,1955-01-03
Itzchak,Polupanov,57078,Engineer,1988-05-14,1997-05-14,1955-04-04
Itzchak,Polupanov,57078,Senior Engineer,1997-05-14,9999-01-01,1955-04-04
Kiam,Schiper,57169,Senior Staff,1992-04-15,9999-01-01,1955-01-03
Kiam,Schiper,57169,Staff,1987-04-16,1992-04-15,1955-01-03
Tetsushi,Lowrie,57242,Senior Staff,1996-12-14,9999-01-01,1955-02-16
Tetsushi,Lowrie,57242,Staff,1987-12-15,1996-12-14,1955-02-16
Xinan,Usdin,57261,Senior Engineer,1996-05-22,9999-01-01,1955-12-12
Ymte,Zyda,57314,Senior Engineer,1994-04-08,9999-01-01,1955-04-10
Visit,Passino,57331,Engineer,1989-04-10,1998-04-10,1955-03-20
Visit,Passino,57331,Senior Engineer,1998-04-10,9999-01-01,1955-03-20
Francoise,Casperson,57335,Senior Staff,1996-01-21,9999-01-01,1955-03-27
Francoise,Casperson,57335,Staff,1987-01-21,1996-01-21,1955-03-27
Shahar,Condotta,57355,Engineer,1998-02-18,9999-01-01,1955-01-17
Shridhar,Lagarias,57450,Senior Staff,1992-08-16,9999-01-01,1955-04-24
Shridhar,Lagarias,57450,Staff,1987-08-17,1992-08-16,1955-04-24
Parviz,Takanami,57475,Senior Staff,1992-03-05,9999-01-01,1955-01-13
Parviz,Takanami,57475,Staff,1986-03-06,1992-03-05,1955-01-13
Weidon,Crabtree,57511,Senior Staff,1991-02-28,9999-01-01,1955-07-08
Weidon,Crabtree,57511,Staff,1986-02-28,1991-02-28,1955-07-08
Masamitsu,Chartres,57524,Senior Staff,1986-02-21,9999-01-01,1955-03-18
Mototsugu,Munos,57561,Senior Staff,1995-04-01,9999-01-01,1955-10-06
Mototsugu,Munos,57561,Staff,1990-04-01,1995-04-01,1955-10-06
Maja,Bahk,57658,Senior Staff,1995-09-14,9999-01-01,1955-03-07
Maja,Bahk,57658,Staff,1987-09-14,1995-09-14,1955-03-07
Tse,Herath,57680,Senior Engineer,1996-03-22,9999-01-01,1955-07-20
Shuzo,Rosch,57689,Senior Staff,1995-06-28,9999-01-01,1955-04-21
Shuzo,Rosch,57689,Staff,1986-06-28,1995-06-28,1955-04-21
Subhankar,Hasham,57720,Technique Leader,1986-10-10,9999-01-01,1955-12-06
Luisa,Conte,57749,Senior Staff,1992-12-04,9999-01-01,1955-08-26
Luisa,Conte,57749,Staff,1987-12-05,1992-12-04,1955-08-26
Kazuhiro,Demian,57865,Engineer,1987-11-26,1992-11-25,1955-06-24
Kazuhiro,Demian,57865,Senior Engineer,1992-11-25,9999-01-01,1955-06-24
Martine,Perl,57869,Engineer,1988-11-26,1996-11-26,1955-03-14
Martine,Perl,57869,Senior Engineer,1996-11-26,9999-01-01,1955-03-14
Yurii,Georgatos,57870,Senior Engineer,1998-02-17,9999-01-01,1955-12-10
Aral,Kermarrec,57915,Senior Staff,1998-10-05,9999-01-01,1955-09-06
Aral,Kermarrec,57915,Staff,1991-10-05,1998-10-05,1955-09-06
Gro,Debuse,57929,Senior Engineer,1985-11-13,9999-01-01,1955-01-16
Ranga,Iisaku,57983,Senior Staff,1992-02-10,9999-01-01,1955-11-04
Ranga,Iisaku,57983,Staff,1986-02-10,1992-02-10,1955-11-04
Hideyuki,Birta,58080,Senior Staff,1994-08-28,9999-01-01,1955-07-13
Hideyuki,Birta,58080,Staff,1987-08-28,1994-08-28,1955-07-13
Yunming,Fortenbacher,58099,Staff,1996-06-17,9999-01-01,1955-06-08
Aiichiro,Erni,58102,Technique Leader,1999-09-16,9999-01-01,1955-01-09
Manu,Peir,58115,Engineer,1987-07-28,1994-07-28,1955-04-25
Manu,Peir,58115,Senior Engineer,1994-07-28,9999-01-01,1955-04-25
Zhaofang,Isard,58123,Senior Staff,1997-11-08,9999-01-01,1955-10-09
Zhaofang,Isard,58123,Staff,1988-11-08,1997-11-08,1955-10-09
Vidar,Basagni,58177,Senior Staff,1996-08-12,9999-01-01,1955-08-27
Vidar,Basagni,58177,Staff,1987-08-13,1996-08-12,1955-08-27
Willard,Bashian,58201,Engineer,1985-08-30,1992-08-30,1955-01-19
Willard,Bashian,58201,Senior Engineer,1992-08-30,9999-01-01,1955-01-19
Frazer,Picco,58300,Senior Staff,1999-04-27,9999-01-01,1955-01-25
Chenye,Brodie,58335,Senior Staff,1992-04-03,9999-01-01,1955-03-15
Chenye,Brodie,58335,Staff,1985-04-03,1992-04-03,1955-03-15
Soenke,Hatcliff,58352,Engineer,1987-07-28,1996-07-27,1955-03-06
Soenke,Hatcliff,58352,Senior Engineer,1996-07-27,9999-01-01,1955-03-06
Akeel,Schnabel,58366,Engineer,1987-11-03,1995-11-03,1955-01-17
Akeel,Schnabel,58366,Senior Engineer,1995-11-03,9999-01-01,1955-01-17
Kenton,Billawala,58396,Senior Staff,1991-09-19,9999-01-01,1955-10-01
Maya,Rusterholz,58437,Senior Staff,2000-10-18,9999-01-01,1955-11-16
Maya,Rusterholz,58437,Staff,1991-10-19,2000-10-18,1955-11-16
Xiaoqiang,Reghbati,58446,Senior Staff,2001-03-07,9999-01-01,1955-08-03
Xiaoqiang,Reghbati,58446,Staff,1996-03-07,2001-03-07,1955-08-03
Turgut,Koshiba,58458,Senior Staff,1993-10-23,9999-01-01,1955-04-13
Turgut,Koshiba,58458,Staff,1986-10-23,1993-10-23,1955-04-13
Mart,Wixon,58460,Senior Staff,1997-06-07,9999-01-01,1955-06-23
Mart,Wixon,58460,Staff,1992-06-07,1997-06-07,1955-06-23
Angel,Chaudhury,58475,Engineer,1996-07-11,2002-07-11,1955-11-23
Angel,Chaudhury,58475,Senior Engineer,2002-07-11,9999-01-01,1955-11-23
Marjo,Pileggi,58499,Engineer,1986-07-01,1995-07-01,1955-08-22
Marjo,Pileggi,58499,Senior Engineer,1995-07-01,9999-01-01,1955-08-22
Along,Perfilyeva,58518,Engineer,1985-10-31,1990-10-31,1955-06-11
Along,Perfilyeva,58518,Senior Engineer,1990-10-31,9999-01-01,1955-06-11
Tetsurou,Ullian,58536,Senior Engineer,1987-05-26,9999-01-01,1955-05-24
Suebskul,Blokdijk,58570,Senior Staff,1999-07-04,9999-01-01,1955-05-09
Suebskul,Blokdijk,58570,Staff,1990-07-04,1999-07-04,1955-05-09
Hatsukazu,Petersohn,58593,Engineer,1985-05-19,1992-05-19,1955-03-31
Hatsukazu,Petersohn,58593,Senior Engineer,1992-05-19,9999-01-01,1955-03-31
Toshimori,Rosenbaum,58620,Senior Staff,1991-09-15,9999-01-01,1955-12-15
Toshimori,Rosenbaum,58620,Staff,1986-09-15,1991-09-15,1955-12-15
Vivian,Zwicker,58678,Engineer,1985-11-15,1990-11-15,1955-12-03
Vivian,Zwicker,58678,Senior Engineer,1990-11-15,9999-01-01,1955-12-03
Junichi,Rullman,58727,Engineer,1985-06-15,1990-06-15,1955-06-27
Junichi,Rullman,58727,Senior Engineer,1990-06-15,9999-01-01,1955-06-27
Boguslaw,Parfitt,58728,Engineer,1986-06-29,1993-06-29,1955-03-13
Boguslaw,Parfitt,58728,Senior Engineer,1993-06-29,9999-01-01,1955-03-13
Hercules,Cochrane,58789,Engineer,1988-04-25,1995-04-26,1955-02-22
Hercules,Cochrane,58789,Senior Engineer,1995-04-26,9999-01-01,1955-02-22
Xudong,Lindenbaum,58860,Technique Leader,1994-05-30,9999-01-01,1955-06-10
Masami,Cyne,58892,Senior Staff,1995-04-15,9999-01-01,1955-10-15
Masami,Cyne,58892,Staff,1990-04-15,1995-04-15,1955-10-15
Marke,Decleir,58973,Engineer,1987-04-02,1992-04-01,1955-08-24
Marke,Decleir,58973,Senior Engineer,1992-04-01,9999-01-01,1955-08-24
Kazunori,Reeker,59020,Engineer,1987-02-09,1993-02-08,1955-06-25
Kazunori,Reeker,59020,Senior Engineer,1993-02-08,9999-01-01,1955-06-25
Shakhar,Erdmenger,59087,Senior Staff,2001-07-10,9999-01-01,1955-05-20
Shakhar,Erdmenger,59087,Staff,1996-07-10,2001-07-10,1955-05-20
Ramya,Zirintsis,59089,Senior Engineer,1997-06-23,9999-01-01,1955-07-19
Lillian,Debuse,59113,Senior Staff,1994-12-18,9999-01-01,1955-02-08
Lillian,Debuse,59113,Staff,1988-12-18,1994-12-18,1955-02-08
Quingbo,Trumbly,59121,Senior Staff,1990-12-09,9999-01-01,1955-02-16
Quingbo,Trumbly,59121,Staff,1985-12-09,1990-12-09,1955-02-16
Florian,Carrera,59210,Technique Leader,1987-12-28,9999-01-01,1955-04-13
Toong,Arlazarov,59250,Technique Leader,1995-10-29,9999-01-01,1955-03-24
Babette,Colorni,59342,Senior Staff,1987-12-10,9999-01-01,1955-06-27
Jackson,Heemskerk,59348,Assistant Engineer,1987-07-07,1995-07-07,1955-08-12
Jackson,Heemskerk,59348,Engineer,1995-07-07,9999-01-01,1955-08-12
Martijn,Bail,59349,Engineer,1988-01-03,1994-01-02,1955-12-05
Martijn,Bail,59349,Senior Engineer,1994-01-02,9999-01-01,1955-12-05
Zsolt,Rajala,59379,Engineer,1998-12-03,9999-01-01,1955-09-11
Zvonko,Berendt,59380,Senior Staff,1998-12-20,9999-01-01,1955-12-11
Zvonko,Berendt,59380,Staff,1990-12-20,1998-12-20,1955-12-11
Saddek,Smailagic,59434,Senior Staff,1988-07-18,9999-01-01,1955-10-19
Gila,Kornatzky,59466,Senior Staff,2000-09-12,9999-01-01,1955-07-14
Gila,Kornatzky,59466,Staff,1995-09-13,2000-09-12,1955-07-14
Shuichi,Bouloucos,59510,Senior Staff,1996-01-14,9999-01-01,1955-02-15
Shuichi,Bouloucos,59510,Staff,1988-01-14,1996-01-14,1955-02-15
Xiaoheng,Rosaz,59513,Senior Engineer,1986-10-02,9999-01-01,1955-06-11
